,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,w_elo_after_game,l_elo_after_game
296,2012020298,20122013,R,2013-03-01T03:30:00Z,17,28,2,1,away win SO,1477,1511
297,2012020299,20122013,R,2013-03-02T01:00:00Z,22,19,2,4,home win REG,1504,1422
298,2012020300,20122013,R,2013-03-02T01:30:00Z,29,16,3,4,home win OT,1563,1428
299,2012020301,20122013,R,2013-03-02T03:00:00Z,30,24,2,3,home win REG,1537,1488
300,2012020302,20122013,R,2013-03-02T17:00:00Z,9,4,1,2,home win REG,1468,1441
301,2012020303,20122013,R,2013-03-02T18:00:00Z,14,6,2,3,home win REG,1533,1532
302,2012020305,20122013,R,2013-03-02T20:00:00Z,15,11,3,0,away win REG,1534,1518
303,2012020304,20122013,R,2013-03-02T20:00:00Z,1,7,3,4,home win SO,1573,1480
304,2012020306,20122013,R,2013-03-03T00:00:00Z,5,8,7,6,away win OT,1559,1454
305,2012020307,20122013,R,2013-03-03T00:00:00Z,13,12,2,6,home win REG,1473,1493
306,2012020308,20122013,R,2013-03-03T01:00:00Z,24,27,4,5,home win SO,1520,1459
307,2012020309,20122013,R,2013-03-03T03:00:00Z,26,23,2,5,home win REG,1548,1486
308,2012020310,20122013,R,2013-03-03T03:30:00Z,18,28,1,2,home win REG,1522,1477
309,2012020311,20122013,R,2013-03-03T17:30:00Z,16,17,2,1,away win SO,1465,1440
310,2012020312,20122013,R,2013-03-03T20:00:00Z,9,2,2,3,home win SO,1500,1434
311,2012020314,20122013,R,2013-03-03T20:00:00Z,19,25,1,4,home win REG,1463,1482
312,2012020313,20122013,R,2013-03-03T20:00:00Z,21,29,1,2,home win OT,1563,1527
313,2012020315,20122013,R,2013-03-03T23:00:00Z,12,13,3,2,away win REG,1523,1443
314,2012020317,20122013,R,2013-03-04T00:30:00Z,7,3,2,3,home win SO,1506,1386
315,2012020316,20122013,R,2013-03-04T00:30:00Z,8,6,4,3,away win REG,1493,1492
317,2012020319,20122013,R,2013-03-04T01:00:00Z,23,20,2,4,home win REG,1519,1466
316,2012020318,20122013,R,2013-03-04T01:00:00Z,22,30,2,4,home win REG,1539,1502
318,2012020320,20122013,R,2013-03-05T00:00:00Z,1,10,2,4,home win REG,1604,1527
319,2012020321,20122013,R,2013-03-05T00:30:00Z,14,5,3,4,home win REG,1567,1524
320,2012020322,20122013,R,2013-03-05T02:00:00Z,24,27,4,5,home win SO,1547,1432
321,2012020323,20122013,R,2013-03-05T03:30:00Z,18,26,1,5,home win REG,1557,1514
322,2012020324,20122013,R,2013-03-06T00:00:00Z,14,1,5,2,away win REG,1603,1568
323,2012020326,20122013,R,2013-03-06T00:00:00Z,6,15,3,4,home win OT,1528,1498
324,2012020327,20122013,R,2013-03-06T00:00:00Z,7,12,3,4,home win REG,1539,1489
325,2012020328,20122013,R,2013-03-06T00:00:00Z,22,29,3,4,home win SO,1570,1496
326,2012020325,20122013,R,2013-03-06T00:00:00Z,8,2,3,6,home win REG,1519,1407
327,2012020329,20122013,R,2013-03-06T00:30:00Z,4,3,2,4,home win REG,1468,1359
328,2012020330,20122013,R,2013-03-06T00:30:00Z,11,13,1,4,home win REG,1543,1418
329,2012020331,20122013,R,2013-03-06T00:30:00Z,21,17,1,2,home win REG,1584,1419
330,2012020332,20122013,R,2013-03-06T01:30:00Z,30,16,3,5,home win REG,1531,1436
331,2012020333,20122013,R,2013-03-06T03:00:00Z,28,23,3,2,away win SO,1513,1483
332,2012020334,20122013,R,2013-03-06T03:30:00Z,19,26,4,6,home win REG,1500,1477
333,2012020335,20122013,R,2013-03-07T00:00:00Z,9,10,4,5,home win REG,1534,1492
334,2012020336,20122013,R,2013-03-07T01:00:00Z,21,16,2,3,home win REG,1603,1417
335,2012020337,20122013,R,2013-03-07T02:30:00Z,28,20,1,4,home win REG,1540,1438
336,2012020338,20122013,R,2013-03-07T03:00:00Z,27,24,0,2,home win REG,1475,1504
337,2012020342,20122013,R,2013-03-08T00:00:00Z,5,4,5,4,away win REG,1551,1441
338,2012020345,20122013,R,2013-03-08T00:00:00Z,23,29,1,2,home win OT,1516,1463
339,2012020343,20122013,R,2013-03-08T00:00:00Z,13,15,1,7,home win REG,1457,1459
340,2012020339,20122013,R,2013-03-08T00:00:00Z,10,6,2,4,home win REG,1528,1493
341,2012020340,20122013,R,2013-03-08T00:00:00Z,7,1,2,3,home win SO,1574,1534
342,2012020344,20122013,R,2013-03-08T00:00:00Z,8,12,4,2,away win REG,1549,1460
343,2012020341,20122013,R,2013-03-08T00:00:00Z,3,2,2,1,away win OT,1395,1371
345,2012020346,20122013,R,2013-03-08T00:30:00Z,11,14,2,1,away win REG,1581,1565
344,2012020347,20122013,R,2013-03-08T00:30:00Z,22,17,0,3,home win REG,1589,1400
346,2012020348,20122013,R,2013-03-08T02:00:00Z,19,27,6,3,away win REG,1530,1445
347,2012020349,20122013,R,2013-03-08T03:30:00Z,25,26,5,2,away win REG,1514,1446
348,2012020350,20122013,R,2013-03-09T00:00:00Z,9,3,3,2,away win REG,1554,1375
349,2012020351,20122013,R,2013-03-09T00:30:00Z,11,13,3,2,away win OT,1602,1436
350,2012020352,20122013,R,2013-03-09T01:00:00Z,22,18,0,6,home win REG,1618,1528
351,2012020353,20122013,R,2013-03-09T02:00:00Z,16,21,2,6,home win REG,1465,1556
352,2012020354,20122013,R,2013-03-09T03:30:00Z,20,24,0,4,home win REG,1476,1466
353,2012020355,20122013,R,2013-03-09T18:00:00Z,4,6,0,3,home win REG,1478,1456
354,2012020356,20122013,R,2013-03-09T18:00:00Z,15,2,2,5,home win REG,1483,1347
355,2012020357,20122013,R,2013-03-09T19:00:00Z,17,29,0,3,home win REG,1438,1425
356,2012020358,20122013,R,2013-03-09T21:00:00Z,19,28,4,3,away win OT,1563,1507
357,2012020359,20122013,R,2013-03-10T00:00:00Z,5,10,5,4,away win SO,1581,1498
358,2012020361,20122013,R,2013-03-10T00:00:00Z,8,14,4,3,away win REG,1582,1532
359,2012020360,20122013,R,2013-03-10T00:00:00Z,1,12,3,6,home win REG,1559,1435
361,2012020362,20122013,R,2013-03-10T01:00:00Z,30,18,2,1,away win SO,1562,1496
360,2012020363,20122013,R,2013-03-10T01:00:00Z,25,27,1,2,home win REG,1539,1419
362,2012020364,20122013,R,2013-03-10T03:00:00Z,20,26,2,6,home win REG,1505,1417
363,2012020365,20122013,R,2013-03-10T16:30:00Z,3,15,4,1,away win REG,1417,1442
364,2012020366,20122013,R,2013-03-10T21:00:00Z,29,17,3,2,away win SO,1459,1405
365,2012020367,20122013,R,2013-03-10T22:00:00Z,8,13,5,2,away win REG,1601,1417
366,2012020369,20122013,R,2013-03-10T23:00:00Z,2,5,1,6,home win REG,1398,1530
367,2012020370,20122013,R,2013-03-10T23:00:00Z,22,16,6,5,away win REG,1636,1446
368,2012020368,20122013,R,2013-03-10T23:00:00Z,11,1,2,3,home win SO,1630,1531
369,2012020371,20122013,R,2013-03-10T23:30:00Z,7,4,2,3,home win REG,1597,1455
370,2012020372,20122013,R,2013-03-11T00:00:00Z,23,30,2,4,home win REG,1553,1526
371,2012020374,20122013,R,2013-03-11T00:00:00Z,19,24,2,4,home win REG,1586,1443
372,2012020373,20122013,R,2013-03-11T00:00:00Z,28,21,2,3,home win OT,1544,1519
373,2012020375,20122013,R,2013-03-11T23:30:00Z,6,9,3,2,away win SO,1497,1513
374,2012020376,20122013,R,2013-03-12T02:00:00Z,20,26,1,3,home win REG,1529,1393
377,2012020377,20122013,R,2013-03-12T23:00:00Z,3,7,1,3,home win REG,1464,1550
376,2012020378,20122013,R,2013-03-12T23:00:00Z,12,15,4,0,away win REG,1467,1409
375,2012020379,20122013,R,2013-03-12T23:00:00Z,23,29,2,1,away win SO,1576,1435
378,2012020381,20122013,R,2013-03-12T23:30:00Z,14,13,3,2,away win REG,1553,1395
379,2012020380,20122013,R,2013-03-12T23:30:00Z,6,5,2,3,home win REG,1532,1495
380,2012020382,20122013,R,2013-03-13T00:00:00Z,10,11,2,5,home win REG,1541,1586
381,2012020383,20122013,R,2013-03-13T00:00:00Z,28,19,2,4,home win REG,1580,1550
382,2012020384,20122013,R,2013-03-13T00:00:00Z,24,30,2,1,away win REG,1482,1487
383,2012020385,20122013,R,2013-03-13T00:30:00Z,18,25,4,0,away win REG,1532,1503
384,2012020386,20122013,R,2013-03-13T01:00:00Z,22,21,4,0,away win REG,1658,1498
385,2012020387,20122013,R,2013-03-13T02:00:00Z,26,27,2,5,home win REG,1427,1385
386,2012020388,20122013,R,2013-03-13T23:00:00Z,9,8,3,4,home win SO,1553,1561
387,2012020389,20122013,R,2013-03-13T23:30:00Z,4,1,2,5,home win REG,1494,1492
388,2012020390,20122013,R,2013-03-14T01:30:00Z,17,20,2,5,home win REG,1448,1486
392,2012020394,20122013,R,2013-03-14T23:00:00Z,16,29,2,1,away win SO,1477,1404
391,2012020393,20122013,R,2013-03-14T23:00:00Z,15,12,3,2,away win REG,1446,1430
389,2012020391,20122013,R,2013-03-14T23:00:00Z,13,6,1,4,home win REG,1439,1488
390,2012020392,20122013,R,2013-03-14T23:00:00Z,5,10,3,1,away win REG,1531,1505
393,2012020395,20122013,R,2013-03-14T23:30:00Z,2,14,2,0,away win REG,1443,1508
394,2012020396,20122013,R,2013-03-15T00:00:00Z,3,11,1,3,home win REG,1507,1543
395,2012020398,20122013,R,2013-03-15T00:00:00Z,21,30,3,5,home win REG,1529,1456
396,2012020397,20122013,R,2013-03-15T00:00:00Z,27,19,0,3,home win REG,1431,1504
397,2012020399,20122013,R,2013-03-15T00:30:00Z,24,25,2,1,away win SO,1516,1469
398,2012020400,20122013,R,2013-03-15T02:00:00Z,18,23,4,7,home win REG,1568,1540
399,2012020401,20122013,R,2013-03-15T02:30:00Z,26,28,3,4,home win REG,1472,1534
400,2012020402,20122013,R,2013-03-15T23:00:00Z,1,4,1,2,home win SO,1524,1462
401,2012020403,20122013,R,2013-03-16T01:00:00Z,18,20,3,6,home win REG,1593,1462
402,2012020404,20122013,R,2013-03-16T01:30:00Z,17,22,3,2,away win OT,1497,1609
404,2012020406,20122013,R,2013-03-16T17:00:00Z,3,5,0,3,home win REG,1541,1497
403,2012020405,20122013,R,2013-03-16T17:00:00Z,15,6,1,4,home win REG,1482,1452
406,2012020408,20122013,R,2013-03-16T19:00:00Z,30,21,6,4,away win REG,1494,1490
405,2012020407,20122013,R,2013-03-16T19:00:00Z,9,7,4,3,away win OT,1585,1518
407,2012020410,20122013,R,2013-03-16T23:00:00Z,8,1,2,1,away win REG,1590,1496
408,2012020409,20122013,R,2013-03-16T23:00:00Z,11,10,5,4,away win SO,1572,1477
409,2012020412,20122013,R,2013-03-16T23:00:00Z,27,29,0,1,home win SO,1460,1375
410,2012020411,20122013,R,2013-03-16T23:00:00Z,12,14,1,4,home win REG,1469,1469
411,2012020413,20122013,R,2013-03-16T23:30:00Z,2,13,4,3,away win REG,1475,1407
412,2012020414,20122013,R,2013-03-17T00:00:00Z,24,19,1,2,home win OT,1547,1473
413,2012020415,20122013,R,2013-03-17T00:00:00Z,16,25,8,1,away win REG,1508,1438
414,2012020416,20122013,R,2013-03-17T02:00:00Z,17,23,5,2,away win REG,1533,1504
415,2012020417,20122013,R,2013-03-17T02:30:00Z,28,26,2,5,home win REG,1561,1446
416,2012020418,20122013,R,2013-03-17T16:30:00Z,6,5,1,2,home win REG,1488,1461
417,2012020419,20122013,R,2013-03-17T21:00:00Z,11,9,1,4,home win REG,1605,1552
418,2012020420,20122013,R,2013-03-17T23:00:00Z,7,15,3,5,home win REG,1547,1453
419,2012020421,20122013,R,2013-03-18T00:00:00Z,18,22,2,3,home win REG,1626,1575
420,2012020422,20122013,R,2013-03-18T23:00:00Z,12,3,1,2,home win SO,1508,1503
421,2012020423,20122013,R,2013-03-18T23:30:00Z,4,14,2,4,home win REG,1494,1436
422,2012020424,20122013,R,2013-03-19T00:30:00Z,20,25,3,4,home win REG,1491,1408
423,2012020425,20122013,R,2013-03-19T01:00:00Z,16,21,5,2,away win REG,1539,1460
424,2012020427,20122013,R,2013-03-19T02:00:00Z,28,24,3,5,home win REG,1591,1516
425,2012020426,20122013,R,2013-03-19T02:00:00Z,30,23,3,1,away win REG,1527,1471
426,2012020428,20122013,R,2013-03-19T02:30:00Z,27,26,0,4,home win REG,1491,1415
427,2012020432,20122013,R,2013-03-19T23:00:00Z,18,29,3,4,home win REG,1638,1362
428,2012020430,20122013,R,2013-03-19T23:00:00Z,9,2,5,3,away win REG,1577,1450
429,2012020431,20122013,R,2013-03-19T23:00:00Z,13,12,4,1,away win REG,1448,1467
430,2012020429,20122013,R,2013-03-19T23:00:00Z,3,1,3,2,away win REG,1534,1464
431,2012020433,20122013,R,2013-03-19T23:30:00Z,7,8,3,2,away win OT,1583,1554
432,2012020434,20122013,R,2013-03-19T23:30:00Z,15,5,1,2,home win REG,1486,1428
433,2012020435,20122013,R,2013-03-20T00:00:00Z,6,11,1,3,home win REG,1531,1563
434,2012020436,20122013,R,2013-03-20T02:00:00Z,19,23,2,3,home win REG,1505,1439
435,2012020437,20122013,R,2013-03-20T02:30:00Z,27,26,2,3,home win REG,1516,1390
436,2012020438,20122013,R,2013-03-20T23:00:00Z,14,10,2,4,home win REG,1472,1441
437,2012020439,20122013,R,2013-03-20T23:30:00Z,30,17,4,2,away win REG,1560,1501
438,2012020441,20122013,R,2013-03-21T01:30:00Z,28,22,4,3,away win SO,1622,1545
439,2012020440,20122013,R,2013-03-21T01:30:00Z,25,21,3,4,home win REG,1445,1423
440,2012020442,20122013,R,2013-03-21T02:00:00Z,16,24,2,4,home win REG,1569,1487
441,2012020445,20122013,R,2013-03-21T23:00:00Z,13,3,3,1,away win REG,1488,1494
442,2012020443,20122013,R,2013-03-21T23:00:00Z,10,7,4,5,home win SO,1485,1539
443,2012020446,20122013,R,2013-03-21T23:00:00Z,1,12,4,1,away win REG,1496,1435
444,2012020444,20122013,R,2013-03-21T23:00:00Z,8,2,5,2,away win REG,1577,1427
445,2012020447,20122013,R,2013-03-21T23:30:00Z,6,9,2,1,away win REG,1567,1541
446,2012020448,20122013,R,2013-03-22T00:00:00Z,15,11,4,0,away win REG,1525,1524
447,2012020449,20122013,R,2013-03-22T00:00:00Z,20,18,3,5,home win REG,1536,1593
448,2012020450,20122013,R,2013-03-22T02:00:00Z,23,27,2,1,away win REG,1478,1477
449,2012020451,20122013,R,2013-03-22T02:30:00Z,25,26,2,0,away win REG,1472,1363
450,2012020454,20122013,R,2013-03-22T23:00:00Z,15,11,6,1,away win REG,1557,1492
451,2012020452,20122013,R,2013-03-22T23:00:00Z,5,2,4,2,away win REG,1460,1395
452,2012020453,20122013,R,2013-03-22T23:00:00Z,20,29,1,5,home win REG,1553,1345
453,2012020455,20122013,R,2013-03-23T02:00:00Z,17,24,5,1,away win REG,1531,1456
454,2012020456,20122013,R,2013-03-23T18:00:00Z,14,9,3,5,home win REG,1510,1502
455,2012020457,20122013,R,2013-03-23T18:00:00Z,28,30,0,2,home win REG,1648,1533
456,2012020458,20122013,R,2013-03-23T20:00:00Z,23,26,1,0,away win REG,1500,1341
457,2012020461,20122013,R,2013-03-23T23:00:00Z,13,1,1,2,home win REG,1521,1464
458,2012020459,20122013,R,2013-03-23T23:00:00Z,6,10,2,3,home win REG,1592,1461
459,2012020460,20122013,R,2013-03-23T23:00:00Z,7,8,2,1,away win REG,1574,1541
460,2012020462,20122013,R,2013-03-24T00:00:00Z,29,18,2,5,home win REG,1397,1542
461,2012020463,20122013,R,2013-03-24T00:00:00Z,21,25,2,5,home win REG,1460,1435
462,2012020464,20122013,R,2013-03-24T02:00:00Z,19,22,3,0,away win REG,1541,1509
463,2012020465,20122013,R,2013-03-24T21:00:00Z,13,2,0,3,home win REG,1542,1374
464,2012020467,20122013,R,2013-03-24T23:00:00Z,15,3,3,2,away win SO,1583,1468
465,2012020466,20122013,R,2013-03-24T23:30:00Z,4,5,1,2,home win OT,1523,1431
466,2012020468,20122013,R,2013-03-25T00:00:00Z,14,11,2,3,home win REG,1541,1462
467,2012020471,20122013,R,2013-03-25T00:00:00Z,17,24,2,1,away win REG,1556,1431
468,2012020469,20122013,R,2013-03-25T00:00:00Z,23,21,3,2,away win REG,1528,1431
469,2012020470,20122013,R,2013-03-25T00:00:00Z,19,20,2,3,home win REG,1574,1520
470,2012020472,20122013,R,2013-03-25T23:00:00Z,10,6,2,3,home win SO,1504,1548
471,2012020473,20122013,R,2013-03-25T23:30:00Z,1,9,2,3,home win SO,1499,1467
472,2012020475,20122013,R,2013-03-26T00:00:00Z,22,18,2,3,home win REG,1544,1507
473,2012020474,20122013,R,2013-03-26T00:00:00Z,26,16,5,4,away win REG,1392,1518
474,2012020476,20122013,R,2013-03-26T00:30:00Z,30,25,7,4,away win REG,1557,1412
475,2012020477,20122013,R,2013-03-26T02:00:00Z,17,27,3,2,away win REG,1581,1452
476,2012020478,20122013,R,2013-03-26T02:00:00Z,28,24,5,3,away win REG,1663,1416
480,2012020482,20122013,R,2013-03-26T23:00:00Z,11,12,4,1,away win REG,1491,1405
479,2012020479,20122013,R,2013-03-26T23:00:00Z,13,10,2,3,home win REG,1570,1476
477,2012020481,20122013,R,2013-03-26T23:00:00Z,2,15,3,2,away win REG,1424,1534
478,2012020480,20122013,R,2013-03-26T23:00:00Z,8,5,0,1,home win REG,1563,1409
481,2012020484,20122013,R,2013-03-26T23:30:00Z,7,14,1,2,home win REG,1603,1512
482,2012020483,20122013,R,2013-03-26T23:30:00Z,3,4,5,2,away win REG,1505,1486
483,2012020485,20122013,R,2013-03-27T00:00:00Z,22,19,3,0,away win REG,1579,1539
484,2012020486,20122013,R,2013-03-27T00:30:00Z,20,16,0,2,home win REG,1552,1486
485,2012020487,20122013,R,2013-03-27T02:00:00Z,29,23,0,1,home win SO,1440,1485
486,2012020488,20122013,R,2013-03-27T23:30:00Z,8,6,6,5,away win SO,1594,1518
487,2012020489,20122013,R,2013-03-28T01:00:00Z,27,30,3,4,home win OT,1494,1515
489,2012020490,20122013,R,2013-03-28T02:00:00Z,21,20,3,4,home win REG,1474,1509
488,2012020491,20122013,R,2013-03-28T02:00:00Z,24,28,0,4,home win REG,1468,1611
491,2012020494,20122013,R,2013-03-28T23:00:00Z,11,5,0,4,home win REG,1516,1385
492,2012020493,20122013,R,2013-03-28T23:00:00Z,2,4,4,3,away win SO,1461,1448
490,2012020492,20122013,R,2013-03-28T23:00:00Z,12,10,3,6,home win REG,1443,1437
493,2012020495,20122013,R,2013-03-28T23:30:00Z,3,9,0,3,home win REG,1534,1438
494,2012020496,20122013,R,2013-03-28T23:30:00Z,7,13,4,5,home win SO,1632,1541
495,2012020497,20122013,R,2013-03-29T00:00:00Z,26,19,4,2,away win REG,1437,1494
496,2012020498,20122013,R,2013-03-29T00:00:00Z,27,18,7,4,away win REG,1527,1474
497,2012020499,20122013,R,2013-03-29T01:30:00Z,29,22,4,6,home win REG,1484,1535
498,2012020500,20122013,R,2013-03-29T02:00:00Z,21,23,1,4,home win REG,1507,1452
499,2012020501,20122013,R,2013-03-29T02:30:00Z,17,28,0,2,home win REG,1616,1576
500,2012020502,20122013,R,2013-03-29T23:30:00Z,1,14,4,5,home win SO,1532,1478
501,2012020504,20122013,R,2013-03-30T00:30:00Z,30,25,3,5,home win REG,1538,1389
502,2012020503,20122013,R,2013-03-30T00:30:00Z,24,16,2,1,away win REG,1502,1453
503,2012020505,20122013,R,2013-03-30T01:00:00Z,29,20,6,4,away win REG,1519,1475
505,2012020506,20122013,R,2013-03-30T17:00:00Z,6,4,1,3,home win REG,1543,1423
504,2012020507,20122013,R,2013-03-30T17:00:00Z,2,5,0,2,home win REG,1486,1360
506,2012020509,20122013,R,2013-03-30T19:00:00Z,18,21,0,1,home win OT,1509,1472
507,2012020508,20122013,R,2013-03-30T19:00:00Z,12,11,3,1,away win REG,1482,1477
508,2012020511,20122013,R,2013-03-30T23:00:00Z,15,7,4,3,away win SO,1575,1591
509,2012020512,20122013,R,2013-03-30T23:00:00Z,3,8,0,3,home win REG,1571,1557
510,2012020513,20122013,R,2013-03-30T23:00:00Z,10,9,4,0,away win REG,1469,1406
511,2012020514,20122013,R,2013-03-30T23:30:00Z,1,13,2,3,home win OT,1565,1508
512,2012020510,20122013,R,2013-03-31T00:00:00Z,26,30,3,4,home win SO,1478,1497
513,2012020515,20122013,R,2013-03-31T02:00:00Z,23,22,0,4,home win REG,1491,1495
514,2012020516,20122013,R,2013-03-31T02:30:00Z,27,28,2,3,home win SO,1563,1540
515,2012020517,20122013,R,2013-03-31T16:30:00Z,16,17,7,1,away win REG,1499,1570
517,2012020518,20122013,R,2013-03-31T22:00:00Z,24,29,1,2,home win OT,1535,1485
518,2012020520,20122013,R,2013-03-31T22:00:00Z,26,25,3,2,away win REG,1502,1365
516,2012020521,20122013,R,2013-03-31T22:00:00Z,15,4,4,5,home win OT,1594,1404
519,2012020519,20122013,R,2013-03-31T23:30:00Z,6,7,2,0,away win REG,1580,1555
521,2012020523,20122013,R,2013-04-01T23:00:00Z,11,3,2,4,home win REG,1518,1531
520,2012020522,20122013,R,2013-04-01T23:00:00Z,2,1,3,1,away win REG,1525,1526
522,2012020525,20122013,R,2013-04-01T23:30:00Z,21,17,2,3,home win REG,1513,1529
523,2012020524,20122013,R,2013-04-01T23:30:00Z,12,8,1,4,home win REG,1521,1518
524,2012020526,20122013,R,2013-04-02T00:00:00Z,19,30,4,1,away win REG,1526,1465
525,2012020528,20122013,R,2013-04-02T00:30:00Z,24,25,4,0,away win REG,1553,1348
526,2012020527,20122013,R,2013-04-02T00:30:00Z,18,16,2,3,home win SO,1540,1468
527,2012020529,20122013,R,2013-04-02T01:30:00Z,20,22,1,4,home win REG,1509,1461
528,2012020530,20122013,R,2013-04-02T02:30:00Z,23,28,2,3,home win REG,1528,1503
529,2012020532,20122013,R,2013-04-02T23:00:00Z,11,2,2,5,home win REG,1550,1493
530,2012020531,20122013,R,2013-04-02T23:00:00Z,9,6,2,3,home win REG,1453,1533
531,2012020533,20122013,R,2013-04-02T23:00:00Z,15,12,5,3,away win REG,1619,1495
532,2012020534,20122013,R,2013-04-02T23:30:00Z,7,5,4,1,away win REG,1571,1344
533,2012020535,20122013,R,2013-04-02T23:30:00Z,13,14,3,2,away win SO,1538,1449
534,2012020536,20122013,R,2013-04-03T00:00:00Z,21,18,1,3,home win REG,1547,1505
535,2012020537,20122013,R,2013-04-03T02:00:00Z,26,27,1,3,home win REG,1539,1526
536,2012020538,20122013,R,2013-04-03T23:30:00Z,5,3,1,6,home win REG,1392,1483
537,2012020539,20122013,R,2013-04-03T23:30:00Z,8,4,3,5,home win REG,1540,1382
538,2012020541,20122013,R,2013-04-04T02:00:00Z,25,24,2,5,home win REG,1397,1504
539,2012020540,20122013,R,2013-04-04T02:00:00Z,22,20,8,2,away win REG,1498,1473
540,2012020542,20122013,R,2013-04-04T02:30:00Z,30,28,2,4,home win REG,1500,1468
541,2012020546,20122013,R,2013-04-04T23:00:00Z,14,12,5,0,away win REG,1485,1459
542,2012020545,20122013,R,2013-04-04T23:00:00Z,2,15,1,2,home win SO,1536,1576
543,2012020544,20122013,R,2013-04-04T23:00:00Z,4,10,5,3,away win REG,1422,1430
544,2012020543,20122013,R,2013-04-04T23:00:00Z,1,6,0,1,home win REG,1559,1500
545,2012020547,20122013,R,2013-04-04T23:30:00Z,11,8,1,4,home win REG,1581,1509
546,2012020548,20122013,R,2013-04-05T00:00:00Z,29,18,3,1,away win REG,1519,1471
547,2012020549,20122013,R,2013-04-05T00:30:00Z,19,16,4,3,away win SO,1553,1441
548,2012020551,20122013,R,2013-04-05T02:00:00Z,17,27,2,4,home win REG,1561,1494
550,2012020550,20122013,R,2013-04-05T02:30:00Z,22,23,0,4,home win REG,1532,1493
549,2012020552,20122013,R,2013-04-05T02:30:00Z,30,26,0,3,home win REG,1536,1504
551,2012020553,20122013,R,2013-04-05T23:00:00Z,9,7,2,4,home win REG,1495,1528
552,2012020554,20122013,R,2013-04-05T23:00:00Z,3,5,1,2,home win SO,1507,1368
553,2012020555,20122013,R,2013-04-06T00:00:00Z,29,19,1,3,home win REG,1554,1518
554,2012020556,20122013,R,2013-04-06T01:00:00Z,17,21,3,2,away win OT,1592,1516
555,2012020557,20122013,R,2013-04-06T02:00:00Z,25,24,3,1,away win REG,1438,1462
556,2012020558,20122013,R,2013-04-06T02:30:00Z,20,28,1,2,home win REG,1504,1436
557,2012020560,20122013,R,2013-04-06T19:00:00Z,16,18,1,0,away win REG,1476,1437
558,2012020559,20122013,R,2013-04-06T19:00:00Z,4,11,1,4,home win REG,1468,1536
559,2012020561,20122013,R,2013-04-06T20:00:00Z,22,26,1,4,home win REG,1562,1474
563,2012020563,20122013,R,2013-04-06T23:00:00Z,10,1,2,1,away win REG,1473,1515
562,2012020565,20122013,R,2013-04-06T23:00:00Z,3,12,4,1,away win REG,1534,1432
560,2012020564,20122013,R,2013-04-06T23:00:00Z,14,2,2,4,home win REG,1522,1499
561,2012020562,20122013,R,2013-04-06T23:00:00Z,6,8,1,2,home win REG,1533,1476
564,2012020566,20122013,R,2013-04-06T23:30:00Z,15,13,4,3,away win REG,1604,1509
565,2012020567,20122013,R,2013-04-07T01:00:00Z,21,27,0,4,home win REG,1546,1464
566,2012020568,20122013,R,2013-04-07T02:00:00Z,20,23,2,5,home win REG,1535,1462
567,2012020569,20122013,R,2013-04-07T16:30:00Z,19,17,1,0,away win REG,1557,1553
568,2012020570,20122013,R,2013-04-07T20:00:00Z,25,28,5,4,away win SO,1470,1404
